,content,tokens_final,cluster,action_cluster
183,"ㅋㅋ 칭찬 감사합니다! 예전에 청첩장 PPT로 만들어서 재혼, 삼혼을 만든 사례들이 있었는데 그것 또한 이슈가 된 적이 있어서 아마 더이상은 없을 것 같습니다ㅋㅋ 이 핑계로 결혼을 해보시는 것은 어떨까요 ㅎㅎ","['칭찬', '감사', '예전', '청첩장', '만들다', '재혼', '만들다', '사례', '이슈', '이상', '핑계', '결혼']",4,1
184,아주 전문적으로 분석한 경험 공유해주셔서 감사드립니다. 많은 분들이 이 글을 보고 도움을 받았으면 좋겠네요!,"['전문', '분석', '경험', '공유', '감사', '드리다', '많다', '도움', '좋다']",4,3
185,​​ -IT제품리뷰 ​​​그렇다고 무조건 로드샵이 비싼 경우가 아닌 경우도 있었습니다 선생님 께서 말씀하신 본인 영업수량 맞추기 위해 언제 전화 드리겠습니다 이런 경우도 종종 있더라고요 좋은 영상 잘 보았습니다! 그리고 판매자 분들도 본인의 피를 나눠 가지는 거라서 너무 무례한 부탁을 하지 마시고 서로 윈윈하는 테이블이 나왔으면 좋겠습니다 😊,"['제품', '리뷰', '로드', '비싸다', '선생', '말씀', '본인', '영업', '수량', '맞추다', '위하다', '전화', '드리다', '좋다', '영상', '판매자', '본인', '나누다', '가지다', '무례', '부탁', '윈윈', '테이블', '나오다', '좋다']",4,3
186,와ㅡㅡㅡ설명 대박 입니다 참고 하겠습니다,"['설명', '참고']",4,3
187,혼수해야하는데 알고리즘 딱 ㅎㅎ 감사해요 ㅎㅎ,"['혼수', '알고리즘', '감사']",4,2
188,제가 알기로도 이렇게 사시는분들이 많은걸로 알아요 뽐뿌같은곳가면 일케 사신분들이 많더라구요 거의5x%혜택이더군요!,"['사다', '많다', '뽐뿌', '사다', '많다', '혜택']",4,1
189,죄송한데 정확한 정보좀 공유부탁드려요 ㄱㅂ이 어디인가요? 저도 곧 이사해서요,"['정확', '정보', '공유', '부탁드리다', '이사']",4,3
190,​ -x7x 아닐수도 있지만 강북 아닐까요,['강북'],4,2
191,사보고 하는소린지? 하나 틀린게 없구만 맞는 얘기,"['사다', '소리', '틀리다', '맞다', '얘기']",4,2
192,​​ -IT제품리뷰 2천삿는데요?ㅎㅎ 이것도 소형인가?ㅋ,"['제품', '리뷰', '사다', '소형']",4,4
193,도움이 되었다니 뿌듯합니다 ㅎㅎ 마자요... 올해는 큰 변화가 있길 바랬는데 휘센 분발하시길...,"['도움', '뿌듯하다', '마자요', '올해', '크다', '변화', '바래다', '세다', '분발']",4,2
194,#NAME?,"['제품', '리뷰', '백화점', '비싸다', '백화점', '혜택', '좋다', '가격', '좋다', '오프라인', '오픈', '매장', '혜택', '좋다']",4,1
195,팔긴하는데 할인이 거의 없다고 보시면 되요 ㅜ,"['팔다', '할인']",4,2
196,#NAME?,"['제품', '리뷰', '유트브', '화이']",4,2
197,오... 다음 영상이 정확하게 그 내용을 담고 있는데 눈썰미가 장난아니시군요!,"['다음', '영상', '정확', '내용', '담다', '눈썰미', '장난']",4,4
198,넵 보통 그때쯤 구매를 많이 하실꺼에요~ 너무 많이 남았어요~!,"['구매', '남다']",4,4
199,이 영상은 지극히 소비자 관점에서 제작되었습니다. 상담만 해달라고 하면 아마 좋은 상담을 받기는 힘들 것 입니다..,"['영상', '소비자', '관점', '제작', '상담', '좋다', '상담', '힘들다']",4,4
200,가전 업계 종사자인데 지극히 주관적이고 지극히 소비자를 난감하게 만드는 영상이네요..,"['가전', '업계', '종사자', '주관', '소비자', '영상']",4,2
201,넵 ㅎㅎ 잘아시네요 ㅎㅎ 아직 유튜브 시작한지 얼마 안되서요~! 차근차근 풀어가보겠습니다! 계속 와주실꺼죠?,"['유튜브', '시작', '얼마', '풀다']",4,3
202,영상 너무 귀에 쏙쏙들어오고 알고계신 정보를 정확하게 말씀해주셔서 너무 도움이 됐어요~👍👍👍,"['영상', '들어오다', '정보', '정확', '말씀', '도움']",4,3
203,알렛츠라는 사이트 어떤가요 많이저렴하던데...,"['알', '렛', '츠', '사이트', '저렴하다']",4,4
204,사기 당했는데 어떻게 조취해야 하나요 ㅜㅠ,"['사기', '당하다', '취하다']",4,3
205,"아?나 당했네....네이버 검색에서 스마트 스토어로 주문했는데, 카드 취소되고 자기네 사이트로 주문하라 해서 너무 싸다싶어 일단 싼거 하나 주문해밨는데ㅋㅋ배송중은 떠서....취소도 안되는거 같고...통화연결 안되고, Q&A로만 답변해서 자기네 리퍼 제품이라 싼거라는데ㅋㅋ당한거같다...","['당하다', '네이버', '검색', '스마트', '스토어', '주문', '카드', '취소', '사이트', '주문', '싸다', '싸다', '주문', '배송', '뜨다', '취소', '통화', '연결', '답변', '리퍼', '제품', '싸다', '당하다']",4,3
206,스타일러가 특히 사기가 많던데요 사기당할뻔했습니다,"['스타일', '사기', '많다', '사기', '당하다']",4,4
207,"안녕하세요, 답글이 조금 늦었습니다ㅠ 문의글에서 보셨다면 사기 사이트가 맞습니다. 아마 지금은 해당 사이트가 없어졌을 겁니다...!","['안녕', '늦다', '사기', '사이트', '맞다', '지금', '해당', '사이트']",4,4
208,한꺼번에 여러개 살땐 오프라인이 훨씬 저렴해요~!,"['사다', '오프라인', '저렴하다']",4,2
209,? 대형마트는 구독안하면 이제 월급 까일텐데요?,"['대형', '마트', '구독', '월급', '까다', '이다']",4,4
210,고양이를 키우고 있습니다. 구독 하는게 좋을까요? 신혼부부 기준으로요.. ㅠ,"['고양이', '키우다', '구독', '좋다', '신혼', '부부', '기준']",4,1
211,​ -w9k 대단한 차이 없음,['차이'],4,3
212,그래도 중궈브랜드는 사기싫어서 존버중,"['중궈', '브랜드', '사다', '싫다', '존버']",4,2
213,-q5b 4월 30일까지 가능합니다!,['가능'],4,1
214,아주 저렴하게 공구했어요~~~ 식세기 구독계약했는데.. 물건받기전이라 취소가능하겠죠?,"['저렴하다', '공구', '세기', '구독', '계약', '물건', '취소', '가능']",4,3
215,에어컨도 구독신청했는데..취소하고 상담가능할까요?,"['에어컨', '구독', '신청', '취소', '상담', '가능']",4,3
216,그새금액이올랏나요?쿠폰다적용해도 190 이네요 ㅠㅠ,"['그새', '금액', '오르다', '쿠폰', '적용']",4,3
217,커스텀 공동구매라니..대박 안그래도 혼수알아봐야하는데 이런 알찬 알고리즘이 뜨다니 상담신청 꼭 됐으면ㅠㅠ 아니면 빠른시일내에 시행됐으면ㅠㅜ,"['커스', '공동', '구매', '혼수', '알아보다', '알차다', '알고리즘', '뜨다', '상담', '신청', '빠르다', '시일', '시행']",4,2
218,알려주셔서 고맙습니다! 수정했습니다!,"['알리다', '수정']",4,3
219,얼마전에 해주신 냉장고도 넘 좋던데 정수기가 필요없어서 구매를 못했네요 -;;,"['얼마', '냉장고', '좋다', '정수기', '필요', '구매']",4,2
220,원화가치 떨어지는데 구독으로 길게 내는게 이득이죠. 당장 싸게 사는 것보다 목돈을 다른 데 투자하는게 더 중요한 시대라고 생각합니다.,"['원화', '가치', '떨어지다', '구독', '길다', '내다', '이득', '당장', '싸다', '사다', '목돈', '투자', '중요', '시대', '생각']",4,3
221,백날천날 해봐야 다나와 최저가 못 이김,"['나오다', '최저', '이기다']",4,1
222,아 배송일ㅠㅠ 3월 말 입주라 결제를 못하고있습니다 ㅠㅠ,"['배송', '입주', '결제']",4,3
223,활성화 잘되서 3년있다가 믾이파시면좋겠네요,"['활성', '믾이파', '좋다']",4,2
224,구독하면 보통 6년하는데 현금 2000 들고 있으면 일시불 차액 400 3년이면 충분히 매꿉니다. 기회비용으로 다 따져보고 선택하세요.,"['구독', '현금', '들다', '일시불', '차액', '꾸다', '기회비용', '따지다', '선택']",4,2
225,세상에 말씀 되게 잘하신다요 ㅎㅎ신뢰도 뿜쀼,"['세상', '말씀', '신뢰도', '뿜쀼']",4,2
226,안녕하세요 신혼가구 사야되는데 상담 어디서 받을 수 있을까요 서울입니다 ㅠ,"['안녕', '신혼', '가구', '사다', '상담', '서울']",4,4
227,참 ㅋㅋ자기기준이다...이걸보고있는시간이..,"['자기', '기준', '시간']",4,3
228,지금은 어디로가야지 대명장님에게 상담받을 수 있나요?ㅜㅠ,"['지금', '명장', '상담']",4,4
229,괜히 대명장이 아니시네요. 말씀하는 톤이 듣기 편하면서 꼭 필요한 내용들을 얘기해주셔서 도움이 많이 됐어요,"['명장', '말씀', '편하다', '필요', '내용', '얘기', '도움']",4,3
230,후... 진짜 최선을 다해도 모자랄판에....,"['최선', '모자라다']",4,4
231,#NAME?,"['제품', '리뷰', '감사', '영상', '깊이', '다르다', '구독', '생각', '바뀌다']",4,3
232,As는 문제가 없는데 배송이 안될 수도 있습니다,"['문제', '배송']",4,4
233,대명장님 퇴사하시고 다른 곳 취업하셨나요?,"['명장', '퇴사', '취업']",4,1
234,혼수하면서 많은 영상들 봤는데 이 영상이 많은 도움이 됬어요 더 일찍 봤으면 좋았겠다라는 아쉬움..🥲 앞으로도 유익하고 좋은 영상 많이 업로드 해주세요😊,"['혼수', '많다', '영상', '영상', '많다', '도움', '좋다', '아쉬움', '유익', '좋다', '영상', '업로드']",4,1
235,이벤트 신청끝났나요~ 도움을 받고 싶어 글 남깁니다^^;,"['이벤트', '신청', '끝나다', '도움', '남기다']",4,3
236,상품권응 하다못해 지하 식당에서 밥이라도 먹을 수 있는데 포인트는 정말..,"['상품', '지하', '식당', '먹다', '포인트']",4,3
237,안타깝게도 이벤트는 끝났습니다... 그러나 지금 영상 편집중에 있어 차주 정도 영상 업로드예정입니다. 최대한 많은 내용을 남기려고 노력했으니 또 찾아주세요!,"['이벤트', '끝나다', '영상', '편집', '차주', '영상', '업로드', '예정', '많다', '내용', '남기다', '노력', '찾다']",4,4
238,지금 구매를 해야하는지 아님 24년 1월에 구매를 해야하나요?.,"['구매', '구매']",4,2
239,제가 봤을 때 특가는 블프때 해외 직구가 아닐까 생각됩니다!,"['특가', '블프', '해외', '직구', '생각']",4,4
240,쇼루밍.. 정신병자 새끼들 와서 설명듣고 그자리에서 네이버 결제하는 미친새끼도봄 ㅎ 당연히 싸게 사고 싶은 마음은 이해하지만 조용히 나가서 사던가,"['쇼루밍', '정신병자', '새끼', '설명', '자리', '네이버', '결제', '미치다', '새끼', '싸다', '사다', '마음', '이해', '나가다', '사다']",4,4
241,헉.. 저도 혼수할때 이분한테 구매했는데.. 유명한분인줄 알았으면 싸인이라도 받을걸.. ㅎㅎ 여전히 멋지시네요!,"['혼수', '구매', '유명', '싸인', '멋지다']",4,2
242,안녕하세요 오류가 있는건지 입력이 안됩니다. 확인 부탁드려요~~,"['안녕', '오류', '입력', '확인', '부탁드리다']",4,2
243,안재일대명장님! 진짜유명해요 완전 연예인!,"['재', '명장', '연예인']",4,1
244,요약까지... 시청해주셔서 감사드립니다!,"['요약', '시청', '감사', '드리다']",4,3
245,앗! 그럴 거 같았어요 다음엔 싸인 받아야겠네요 ㅎㅎ,"['다음', '싸인']",4,4
246,오 역시 전문가! 도움 많이 받았습니다!,"['전문가', '도움']",4,3
247,안녕하세요~~ 이거 입력이 안되는데 확인 해주세요,"['안녕', '입력', '확인']",4,2
248,​ 답이 늦었습니다ㅠ 유튜브에 나와주시는 분들을 우선해서 선정하려 합니다. 참고 부탁드립니다!,"['늦다', '유튜브', '나오다', '우선', '선정', '참다', '부탁', '드리다']",4,3
249,뭐 신제품 출시되면 바꿔줘야 구독이지 ㅋㅋ,"['제품', '출시', '바꾸다', '구독']",4,4
250,요즘 용섭이형 옛날 영상이 자꾸 뜨네 ㅋㅋ 용섭이형 이때는 슬림했네 ㅋㅋ,"['요즘', '용섭', '옛날', '영상', '뜨다', '용섭', '슬림']",4,1
251,이때는 뼈밖에 없었구나. 지금은 ㄷㄷ,['지금'],4,4
252,아니 대체3년만에뭔일이일어난거야 용섭아....😢,"['일어나다', '용섭아']",4,3
253,어쩌다가 3년 전 영상을 보는데 저때는 얇았네 잇섭,"['영상', '얇다']",4,4
254,"잇섭형의 인지도를 다시 깨달음, L땡 가니깐 오프라인으로 사람들이 많이 오게된 이유가 직원이 형을 거론하더라구요. 형 체널을 많이본대요! 형 있는 거 없는 앞으로 개선해야될꺼 싹싹 탈탈 털털 까주세요. 그래야 얘들도 보고 느끼는게 있을듯","['잇섭', '인지도', '깨달음', '오프라인', '사람', '이유', '직원', '거론', '개선', '끄다', '털다', '까다']",4,2
255,ㅠㅠ 이미 결제는 2020년 12월 말에 마쳤습니다 ㅠㅠ,"['결제', '마치다']",4,3
256,야생 생존 전문 유투바 도장찍꼬갑니다,"['야생', '생존', '전문', '유투바', '도장', '찍다']",4,3
257,왜 Zen3 는 어디 간 거죠? 내 라이젠 4세대 내놔,"['이제', '대', '내다']",4,4
258,잇섭님 21년 새해 복 많이 받으세요. 그리고 신년이 됐는데 라이브 한번 안하시나요? ㅋㅋ 라이브 한번 해주시면 재미있을거 같은데,"['잇섭', '새해', '신년', '라이브', '라이브', '재미있다']",4,1
259,#NAME?,"['매장', '운영비', '직원', '월급', '충당', '위하다', '온라인', '비싸다', '팔다', '단순', '무식', '생각', '곤충', '수준', '지능', '본인']",4,2
260,너무 노골적인 광고인듯 하네요 S사 L사 특장점이 없고 .... 뭐가 좋다는건지?,"['노골', '광고', '특장', '좋다']",4,1
261,이때는 왜이렇게 말라 보이냐 없섭형ㄷㄷ,"['이때', '마르다', '보이다', '없다']",4,3
262,3년전 영상.. 요즘이랑 달라요.. 참고하세요,"['영상', '요즘', '다르다', '참고']",4,4
263,이때부터 잇섭의 부피가 커지게 됐지.,"['이때', '잇섭', '부피', '커지다']",4,3
264,"와,,, 2023잇섭보다가 보니까 소멸직전이네","['소멸', '직전']",4,2
265,이때 왜 이렇게 날씬하냐 ㅋㅋ,['이때'],4,3
266,ㅋㅋ 저도 반쪽됐네 하고 들와서 3년전인거 보니 두배가 된거ㅋㅋ,"['반쪽', '들오다']",4,1
267,결혼 가정 평생 단한번? 평생 두번 세번 결혼 할수도? ㅎㅎ,"['결혼', '가정', '평생', '평생', '결혼']",4,3
268,썸네일 영화에 나오는 미치광이 과학자같아요 ㅋㅋ,"['네일', '영화', '나오다', '미치광이', '과학자']",4,1
269,헬쑥한 해골이 나왔길래 잇섭 다이어트 한줄 알았는데 2년전 영상이네😂,"['해골', '나오다', '다이어트', '영상']",4,4
