,content,vector,cluster,tokens_final,text_for_tfidf,action_cluster
72,여러가지 사면 백화점 견적 이길수가 없음.. 백화점견적이 온라인 가격으로 사면 호구임..온라인 가격보다 저렴하게 사야함.플러스 사은품... 백화점행사+메이커행사+등등에 마지막 현금결제시 상품권깡...에 받을 상품권 밀어넣으면 무조건 백화점이 쌈.. 이미 10년도 지난이야기.... 혼수온라인사면 개호구,"[ 0.01038361  0.02960205 -0.04415894 ... -0.02275085 -0.0234375
 -0.00179958]",2,"['사다', '백화점', '견적', '이기다', '백화점', '견적', '온라인', '가격', '사다', '호구', '온라인', '가격', '저렴하다', '사다', '플러스', '사은품', '백화점', '행사', '메이커', '행사', '마지막', '현금', '결제', '상품', '상품', '밀다', '넣다', '백화점', '싸다', '지나다', '이야기', '혼수', '온라인', '사면', '호구']",사다 백화점 견적 이기다 백화점 견적 온라인 가격 사다 호구 온라인 가격 저렴하다 사다 플러스 사은품 백화점 행사 메이커 행사 마지막 현금 결제 상품 상품 밀다 넣다 백화점 싸다 지나다 이야기 혼수 온라인 사면 호구,2
73,좋은 정보 감사 함니다 홈쇼핑 비교 부탁 드림니다,"[ 0.02772522  0.00878143 -0.02856445 ... -0.06750488 -0.05435181
 -0.00242615]",2,"['좋다', '정보', '감사', '홈', '쇼핑', '비교', '부탁', '드리다']",좋다 정보 감사 홈 쇼핑 비교 부탁 드리다,0
74,형 매장에서 아무리 할인해도 온라인 이길수 없잖아요 .....,"[ 0.01166534  0.03436279 -0.02380371 ... -0.02870178 -0.04498291
  0.01264954]",2,"['매장', '할인', '온라인', '이기다']",매장 할인 온라인 이기다,2
75,5개를 사던 7개를 사던 그냥 팸코나 뽐뿌 핫딜로 하나씩 사는게 무조건 싸다,"[ 0.00518417  0.02270508 -0.01409149 ... -0.02474976 -0.03186035
  0.0308075 ]",2,"['사다', '사다', '팸코', '뽐뿌', '사다', '싸다']",사다 사다 팸코 뽐뿌 사다 싸다,1
76,넵 매장에서 한 번 둘러보고 온라인에서 구매하시는 걸 추천드립니다,"[ 0.00029755  0.01835632 -0.02069092 ... -0.03399658 -0.034729
  0.0053215 ]",2,"['매장', '둘러보다', '온라인', '구매', '추천', '드리다']",매장 둘러보다 온라인 구매 추천 드리다,0
77,4개이상 다품으로 하면 백화점이 싼경우도 있어요 혼수 구매하는데 백화점이 비쌀 거란 생각에 안가시는 분들이 있어요 여러 채널을 비교하셔야해요 무조건 온라인이 답은 아니에요~,"[ 0.00971985  0.01869202 -0.03140259 ... -0.0249939  -0.03031921
  0.00786591]",2,"['이상', '백화점', '싸다', '혼수', '구매', '백화점', '비싸다', '생각', '채널', '비교', '온라인']",이상 백화점 싸다 혼수 구매 백화점 비싸다 생각 채널 비교 온라인,2
78,백화점 에서 보고 온라인에서 같은 번호로 비교하면 확실히 온라인이 저렴 합니다,"[ 0.00731277  0.03088379 -0.03092957 ... -0.02037048 -0.03030396
 -0.00839996]",2,"['백화점', '온라인', '번호', '비교', '온라인']",백화점 온라인 번호 비교 온라인,0
79,최신 연식 안살 경우에는 인터넷이싸지않나여? ?,"[-0.00115395  0.02926636 -0.01901245 ... -0.03900146 -0.04031372
 -0.01406097]",2,"['최신', '연식', '사다', '인터넷', '싸다']",최신 연식 사다 인터넷 싸다,1
80,맞아요 여기에 핵심은 발품을 많이 팔아야한다는거에요 ㅎㅎ 제가 추구하는 건 무조건 싼거 보단 나에게 정말 맞는 제품을 찾고 그 제품을 저렴하는게 중요하다고 생각해요 그리고 여러개 한 번에 사는 경우는 혼수 말고도 이사도 있고 10년 넘어서 하나 고장나면 이참에 다 바꾸자 하시는 분들 많습니다~!,"[-0.00635147  0.02197266 -0.02024841 ... -0.02865601 -0.01838684
  0.01564026]",2,"['맞다', '핵심', '발품', '팔다', '추구', '싸다', '맞다', '제품', '찾다', '제품', '저렴하다', '중요', '생각', '사다', '혼수', '말', '이사', '넘다', '고장', '이참', '바꾸다', '많다']",맞다 핵심 발품 팔다 추구 싸다 맞다 제품 찾다 제품 저렴하다 중요 생각 사다 혼수 말 이사 넘다 고장 이참 바꾸다 많다,1
81,작년 가을에 혼수가전 삿는데 20군대 이상 가봤는데 오픈행사나 백화점 다필요없어요 성지가 최저가예요 무조건 견적 받아보면 최저가격에 성지가니깐 300이상 싸게 구입했네요 엘지로,"[ 0.03164673  0.00597    -0.04260254 ... -0.02088928 -0.01896667
  0.02864075]",2,"['작년', '가을', '혼수', '가전', '사다', '군대', '이상', '오픈', '행사', '백화점', '필요', '지가', '최저', '견적', '최저', '가격', '성지', '이상', '싸다', '구입', '엘지']",작년 가을 혼수 가전 사다 군대 이상 오픈 행사 백화점 필요 지가 최저 견적 최저 가격 성지 이상 싸다 구입 엘지,1
82,온라인 사기꾼 수두룩 조심하세요. 그리고 케바케입니다.,"[ 0.00086164  0.04223633 -0.0216217  ... -0.04769897 -0.01277924
 -0.00939941]",2,"['온라인', '사기', '조심', '케바케']",온라인 사기 조심 케바케,1
83,작고 적게 살수록 온라인이 더싸요~! 크고 많이 살수록 오프가 싸구요!,"[-0.00045419  0.04351807 -0.03808594 ... -0.019104   -0.03274536
 -0.00922394]",2,"['작다', '적다', '살다', '온라인', '싸다', '크다', '사다', '오프', '싸다']",작다 적다 살다 온라인 싸다 크다 사다 오프 싸다,1
84,무조건 온라인이 싸다고 생각했었는데 그게 아니었나보네요. 유용한 정보 감사합니다,"[ 0.00405502  0.02752686 -0.02342224 ... -0.03244019 -0.01940918
 -0.0076561 ]",2,"['온라인', '싸다', '생각', '유용', '정보', '감사']",온라인 싸다 생각 유용 정보 감사,1
85,사실 솔루님 같은 분이 제일 많으세요 이 뒤에 영상은 인터넷이랑 전문점이랑 백화점이랑 다 완벽하게 동일상품이라고 설명하고 있습니다. 온라인에서 구매를 선호하지 않을 이유가 없다고 설명하는 영상이거든요 그래서 한 번 봐주시구요 저도 매장에서 영업할 당시 비싼걸 알면서 사주시는 분들에게 너무나 감사했어요. 그러나 지금 이 영상는 솔루님 같은 분이 더 저렴하게 구매하셨으면 하는 바램에서 찍은 영상입니다. 누구를 호구로 보지 않구요 이 유통 시장이 하도 복잡해서 하나하나 쉽게 쉽게 풀어나가볼 생각이니 자주 찾아주세요🥰,"[ 0.00479889  0.02781677 -0.02774048 ... -0.02496338 -0.02558899
  0.00294304]",2,"['많다', '영상', '인터넷', '전문점', '백화점', '완벽', '동일', '상품', '설명', '온라인', '구매', '선호', '이유', '설명', '영상', '매장', '영업', '당시', '비싸다', '사다', '감사', '영상', '저렴하다', '구매', '바램', '찍다', '영상', '호구', '유통', '시장', '풀다', '생각', '찾다']",많다 영상 인터넷 전문점 백화점 완벽 동일 상품 설명 온라인 구매 선호 이유 설명 영상 매장 영업 당시 비싸다 사다 감사 영상 저렴하다 구매 바램 찍다 영상 호구 유통 시장 풀다 생각 찾다,1
86,홈쇼핑과 인터냇 구매하는 물품에 따라 비교적 인터냇이 저렴 하내요 저는 인터냇으로 비교 해보고 구입 합니다,"[ 0.02398682  0.01802063 -0.01249695 ... -0.04983521 -0.02934265
 -0.01430511]",2,"['홈', '쇼핑', '인터', '내다', '구매', '물품', '따르다', '비교', '인터', '내다', '내다', '인터', '내다', '비교', '구입']",홈 쇼핑 인터 내다 구매 물품 따르다 비교 인터 내다 내다 인터 내다 비교 구입,0
87,매장에서 상담 받고 인터넷으로 사면 되는 거죠? 그러면 매장에는 뭐가 남죠? 상담만 해달라면 해주나요?,"[ 0.00678635  0.01174927 -0.02671814 ... -0.04647827 -0.02774048
  0.01352692]",2,"['매장', '상담', '인터넷', '사다', '매장', '남다', '상담']",매장 상담 인터넷 사다 매장 남다 상담,2
88,요즘 오프매장은 눈요기 하러 가는곳임 구매는 당연히 온라인 ㅋㅋ,"[-0.00317192  0.03546143 -0.01532745 ... -0.01681519 -0.03665161
  0.00258827]",2,"['요즘', '오프', '매장', '눈요기', '구매', '온라인']",요즘 오프 매장 눈요기 구매 온라인,1
89,오프라인에서 보고 온라인에서 사기엔 오프라인 상담 직원에게 너무 미안 하더라구요,"[-0.01693726  0.02133179 -0.01301575 ... -0.03396606 -0.03564453
 -0.0181427 ]",2,"['오프라인', '온라인', '사다', '오프라인', '상담', '직원', '미안']",오프라인 온라인 사다 오프라인 상담 직원 미안,0
90,ㅋㅋ 어쩔 수 없죠 시대의 흐름! 근데 여전히 다품은 진짜 오프라인 가셔야해요~,"[-0.01246643  0.03005981 -0.01062775 ... -0.01931763 -0.02734375
  0.00279808]",2,"['어쩌다', '시대', '흐름', '품다', '오프라인']",어쩌다 시대 흐름 품다 오프라인,1
91,맞아요 사실 저도 매장에서 상담할 때 그런 분들 있었는데 결국엔 인터넷에서 조사하기 힘들다고 다시 방문하시는 분들도 있었어요 배송일 지정 지정이라던지 에프터 서비스라던지 분명 오프라인에 장점도 있는건 사실이니깐요 너무 미안해하지 마세요~!,"[-0.00611877  0.02409363 -0.0267334  ... -0.03158569 -0.03231812
  0.00235939]",2,"['맞다', '매장', '상담', '결국', '인터넷', '조사', '힘들다', '방문', '배송', '지정', '지정', '에프', '서비스', '오프라인', '장점', '미안']",맞다 매장 상담 결국 인터넷 조사 힘들다 방문 배송 지정 지정 에프 서비스 오프라인 장점 미안,2
92,영광입니다! 조만간 온라인에서 구매하는 팁 전해드려보겠습니다!,"[-0.00665283  0.03335571 -0.00912476 ... -0.04824829 -0.03744507
 -0.02799988]",2,"['영광', '온라인', '구매', '전하다', '드리다']",영광 온라인 구매 전하다 드리다,0
93,온라인 사기 안당해 보면 모르죠 믿을수 있는곳에서 구입해야죠😊,"[-0.00371361  0.02458191 -0.02854919 ... -0.03375244 -0.02882385
 -0.02999878]",2,"['온라인', '사기', '당하다', '구입']",온라인 사기 당하다 구입,1
94,온라인이 제일쌉니다.오프라인은 비싸요.,"[ 0.01215363  0.0324707  -0.03103638 ... -0.02084351 -0.02590942
  0.00156498]",2,"['온라인', '싸다', '오프라인', '비싸다']",온라인 싸다 오프라인 비싸다,1
95,경우에 따라서는 온라인보다 싸게 더 좋은 제품으로 사는 경우도 많습니다. 잘알아보세요. 이런 부분을 설명해주는 유튜버도 있습니다. 힌트는 구입 시기와 포인트 등입니다.,"[ 0.00921631  0.01860046 -0.03405762 ... -0.03875732 -0.01693726
 -0.04873657]",2,"['따르다', '온라인', '싸다', '좋다', '제품', '사다', '많다', '알아보다', '설명', '유튜버', '힌트', '구입', '시기', '포인트']",따르다 온라인 싸다 좋다 제품 사다 많다 알아보다 설명 유튜버 힌트 구입 시기 포인트,0
96,​ -r8x 태진님 경우에 따라?혹 직원이세요? 인터넷이 제일쌉니다..,"[-0.00050211  0.02542114 -0.01622009 ... -0.03924561 -0.02494812
  0.00530243]",2,"['태진', '따르다', '직원', '인터넷', '싸다']",태진 따르다 직원 인터넷 싸다,2
97,공홈에서 선택한거 백화점에서 온라인 전용이다 뭐다 같은거 하나도 선택못했는데 백화점상품권이랑 온갖할인 다 넣으니 공홈보다 저렴했음,"[ 0.01555634  0.01741028 -0.03900146 ... -0.02326965 -0.03053284
 -0.00621796]",2,"['선택', '백화점', '온라인', '전용', '선택', '백화점', '상품', '할인', '넣다', '저렴하다']",선택 백화점 온라인 전용 선택 백화점 상품 할인 넣다 저렴하다,2
98,"ㅈㄴ 어렵네,,, 호구 당하기 싫으면 그냥 닥치고 인터넷 최저가가 그냥 쌉니다... 잘 알지 못하고 견적 받으러 가면,, 정신 혼미해서 싼건지 비싼건지 일반 소비자는 판단하기 어렵습니다.. 무슨 테팔이 용팔이 핸드폰 팔이 하는 놈들과 비슷함","[-0.00422668  0.00735092 -0.02772522 ... -0.04690552 -0.0105896
  0.02059937]",2,"['호구', '당하다', '싫다', '닥치다', '인터넷', '최저', '싸다', '견적', '정신', '혼미', '싸다', '비싸다', '일반', '소비자', '판단', '테팔', '용팔이', '핸드폰', '팔다']",호구 당하다 싫다 닥치다 인터넷 최저 싸다 견적 정신 혼미 싸다 비싸다 일반 소비자 판단 테팔 용팔이 핸드폰 팔다,2
99,온라인 핫딜로 사부작 하나씩구매하는게 젤쌈;;,"[-0.00983429  0.02583313 -0.01667786 ... -0.02360535 -0.03723145
  0.01725769]",2,"['온라인', '구매', '싸다']",온라인 구매 싸다,1
100,최소 천이상은 살 생각을 해야 오프라인이 경쟁력 있음 그 아래는 그냥 온라인 구매 추천.,"[ 0.00251579  0.01171875 -0.03460693 ... -0.02844238 -0.02256775
  0.0089798 ]",2,"['최소', '이상', '살다', '생각', '오프라인', '경쟁력', '아래', '온라인', '구매', '추천']",최소 이상 살다 생각 오프라인 경쟁력 아래 온라인 구매 추천,1
101,인터넷 구매는 어떤가요 곧 이사라서 고민이에용,"[ 0.0058403   0.03848267 -0.0252533  ... -0.06011963 -0.03918457
 -0.00702667]",2,"['인터넷', '구매', '이사', '고민']",인터넷 구매 이사 고민,1
102,3개 이하면 인터넷 구매가 제일 싸고요 그 이상이면 다품목 할인 들어가니까....,"[ 0.01617432  0.01934814 -0.03723145 ... -0.02798462 -0.02713013
  0.01094055]",2,"['이하', '인터넷', '구매', '싸다', '이상', '품목', '할인', '들어가다']",이하 인터넷 구매 싸다 이상 품목 할인 들어가다,2
103,더 싸요. 천만원 이상 단위가 아니면 온라인 세일때 사는게 제일 쌉니다.,"[ 0.00373077  0.03134155 -0.03570557 ... -0.02702332 -0.0255127
 -0.0038147 ]",2,"['싸다', '이상', '단위', '온라인', '세일', '사다', '싸다']",싸다 이상 단위 온라인 세일 사다 싸다,1
104,"그래도 앞으론 매장은 안간다 가격차이가 넘 많이 남.., 보험으로 치면 매장직원은 보험설계사, 온라인은 다이렉트보험이라고나 할까...","[ 0.00949097  0.00606537 -0.02134705 ... -0.03665161 -0.02909851
 -0.01167297]",2,"['매장', '가격', '차이', '남다', '보험', '치다', '매장', '직원', '보험', '설계사', '온라인', '다이렉트', '보험']",매장 가격 차이 남다 보험 치다 매장 직원 보험 설계사 온라인 다이렉트 보험,0
105,재일이형. 마곡에서 처음 봤었지만 왕중왕전 정말 고생많았어요,"[ 0.00921631  0.00637817 -0.01392365 ... -0.04086304 -0.01216125
  0.02958679]",2,"['재일', '형', '왕중왕전', '고생', '많다']",재일 형 왕중왕전 고생 많다,1
106,지난번 영상에서 배디터님이 혼수가전은 백화점이 가장 좋다라고 하셨는데....ㅠㅠ고민입니다 어디서 사야할지,"[ 0.04681396  0.01655579 -0.03295898 ... -0.03881836 -0.03231812
  0.00953674]",2,"['지난번', '영상', '배디터', '혼수', '가전', '백화점', '좋다', '고민', '사다']",지난번 영상 배디터 혼수 가전 백화점 좋다 고민 사다,1
107,단품이나 2개 정도는 온라인이 짱인 것 같아요,"[ 0.01186371  0.02587891 -0.02415466 ... -0.0226593  -0.02084351
  0.00295639]",2,"['온라인', '최고']",온라인 최고,1
108,온라인이 가장 싼줄 알았는데 그게 아니였군요..,"[ 0.0124588   0.02645874 -0.02787781 ... -0.03131104 -0.02290344
 -0.01139832]",2,"['온라인', '싸다']",온라인 싸다,1
